	ref	object_original	trade_original	url	object	trade
12611	18084523	渭南市2022年防汛应急抢险救援演练采购项目结果更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084523.htm	渭南市年防汛应急抢险救援演练采购项目结果更正公告	
12612	18084592	潍坊医学院医学研究实验中心（公共平台）建设项目（1325）1包更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084592.htm	潍坊医学院医学研究实验中心公共平台建设项目包更正公告	
12619	18084470	石家庄市排水管护中心2022年排水设施维护费项目-服务（污泥处置）(二次)中标更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084470.htm	石家庄市排水管护中心年排水设施维护费项目服务污泥处置二次中标更正公告	
12621	18084383	敦煌市文物保护中心甘肃（敦煌）国际空港建设项目一期文物考古勘探单一来源更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084383.htm	敦煌市文物保护中心甘肃敦煌国际空港建设项目一期文物考古勘探单一来源更正公告	
12632	18084542	上海正弘建设工程顾问有限公司关于广西壮族自治区贵港监狱基础设施完善项目-污水处理工程及项目设备采购安装项目（GXZC2022-G1-001535-SHZH）的更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084542.htm	广西壮族自治区贵港监狱基础设施完善项目污水处理工程及项目设备采购安装项目的更正公告	
12637	18085150	广西盛兰达项目管理咨询有限公司环江县雅钢-南平-永安-顺达等四个选厂废弃厂址及尾矿堆场重金属污染治理项目（一期）HJZC2022-G2-00890-SLDH更正公告（二）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18085150.htm	广西盛兰达项目管理咨询有限公司环江县雅钢南平永安顺达等四个选厂废弃厂址及尾矿堆场重金属污染治理项目一期更正公告二	
12644	18085357	青岛市即墨区发展和改革局对口协作环卫车辆采购项目更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18085357.htm	青岛市即墨区发展和改革局对口协作环卫车辆采购项目更正公告	
12653	18084561	龙门县“三院”医疗设备采购项目（第七批）采购更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084561.htm	龙门县三院医疗设备采购项目第七批采购更正公告第一次	
12654	18084605	龙门县“三院”医疗设备采购项目（第八批）采购更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084605.htm	龙门县三院医疗设备采购项目第八批采购更正公告第一次	
12656	18084583	四川建筑职业技术学院智慧校园设施设备改造项目采购更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084583.htm	四川建筑职业技术学院智慧校园设施设备改造项目采购更正公告第一次	
12657	18084638	四川省水土保持生态环境监测总站2022年度四川省生产建设项目水土保持遥感监管（图斑核查）技术服务采购项目更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084638.htm	四川省水土保持生态环境监测总站年度四川省生产建设项目水土保持遥感监管图斑核查技术服务采购项目更正公告第一次	
12658	18084586	旺苍县卫生健康局旺苍县人民医院防治能力提升电梯采购项目采购更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084586.htm	旺苍县卫生健康局旺苍县人民医院防治能力提升电梯采购项目采购更正公告第一次	
12659	18084414	四川天府新区眉山管理委员会教育体育和文化旅游局眉山天府新区2022-2023学年义务教育阶段作业本采购项目采购更正公告（第二次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084414.htm	四川天府新区眉山管理委员会教育体育和文化旅游局眉山天府新区学年义务教育阶段作业本采购项目采购更正公告第二次	
12660	18084693	泸定县教育和体育局泸定县城区第二幼儿园专用教育器材采购项目公开招标更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084693.htm	泸定县教育和体育局泸定县城区第二幼儿园专用教育器材采购项目公开招标更正公告	
12665	18084933	2022年茂名市信宜市全面推行林长制--“四沿”林相修复项目采购更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084933.htm	年茂名市信宜市全面推行林长制四沿林相修复项目采购更正公告第一次	
12668	18084842	乳源瑶族自治县环城西路片区老旧小区试点改造项目采购更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084842.htm	乳源瑶族自治县环城西路片区老旧小区试点改造项目采购更正公告第一次	
12671	18084979	烟台大学机电学院设备采购项目更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084979.htm	烟台大学机电学院设备采购项目更正公告	
12672	18085615	山东科技大学电信学院设备软件采购项目更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18085615.htm	山东科技大学电信学院设备软件采购项目更正公告	
12673	18084922	菏泽学院2022年16-19学生公寓家具采购更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084922.htm	菏泽学院年学生公寓家具采购更正公告	
12674	18085135	山东省体育局运动员等级管理系统项目更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18085135.htm	山东省体育局运动员等级管理系统项目更正公告	
12675	18084897	1、2号教学楼铝合金外窗改造工程更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084897.htm	号教学楼铝合金外窗改造工程更正公告	
12676	18084986	烟台市莱山区住房和城乡建设局莱山区部分市政道路建设PPP项目更正公告二		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084986.htm	烟台市莱山区住房和城乡建设局莱山区部分市政道路建设项目更正公告二	
12677	18084984	莱州市郭家店镇联村2022年环卫车辆购置项目更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084984.htm	莱州市郭家店镇联村年环卫车辆购置项目更正公告	
12678	18084645	无棣县文化和旅游局送文化下乡公益性文艺演出政府购买服务项目暂停更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084645.htm	无棣县文化和旅游局送文化下乡公益性文艺演出政府购买服务项目暂停更正公告	
12679	18085301	滨州市生态环境局邹平分局建设项目竣工验收监测、环境质量监测、水空气自动站比对监测经费项目更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18085301.htm	滨州市生态环境局邹平分局建设项目竣工验收监测环境质量监测水空气自动站比对监测经费项目更正公告	
12686	18085391	天津市医疗保障局机关 天津市医疗保障局医疗保障信息平台视频会议项目（项目编号:TGPC-2022-A-0064）更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18085391.htm	天津市医疗保障局机关天津市医疗保障局医疗保障信息平台视频会议项目更正公告	
12689	18085278	秦皇岛市抚宁区水务局本级秦皇岛市抚宁区2022年第二批省级水库移民后期扶持项目更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18085278.htm	秦皇岛市抚宁区水务局本级秦皇岛市抚宁区年第二批省级水库移民后期扶持项目更正公告	
12690	18084546	中医药服务能力建设提升工程设备采购【项目编号：ZDZJ22-Z21076】更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084546.htm	中医药服务能力建设提升工程设备采购项目编号更正公告	
12691	18084419	陕西科技大学2022级新生公寓床上用品采购项目采购更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084419.htm	陕西科技大学级新生公寓床上用品采购项目采购更正公告第一次	
12696	18084448	岐山县教育体育局岐山县西机学校维修改造项目采购更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084448.htm	岐山县教育体育局岐山县西机学校维修改造项目采购更正公告第一次	
12698	18084834	福建商学院2022年连江校区暑假修缮项目标前更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084834.htm	福建商学院年连江校区暑假修缮项目标前更正公告	
12699	18085661	福州市长乐区公安局物业管理服务（2年）服务类采购项目标前更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18085661.htm	福州市长乐区公安局物业管理服务年服务类采购项目标前更正公告	
12700	18084835	皮肤检测实验室建设标前更正公告(二)		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084835.htm	皮肤检测实验室建设标前更正公告二	
12701	18084854	乡村道日常管养监督巡查服务标前更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084854.htm	乡村道日常管养监督巡查服务标前更正公告	
12702	18085242	厦门市第五医院2022年单病种、BI、ICU、治疗管理等系统建设及改造服务类采购项目标前更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18085242.htm	厦门市第五医院年单病种治疗管理等系统建设及改造服务类采购项目标前更正公告	
12703	18085799	大田县香山小学学术报告厅LED全彩屏采购项目货物类采购项目标前更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18085799.htm	大田县香山小学学术报告厅全彩屏采购项目货物类采购项目标前更正公告	
12704	18085252	建宁县濉溪镇移民村人居环境整治亮化工程（2022年度大中型水库移民后期扶持项目）标前更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18085252.htm	建宁县濉溪镇移民村人居环境整治亮化工程年度大中型水库移民后期扶持项目标前更正公告	
12705	18084836	东山县公安局交警大队暂扣车辆停车场租赁服务类采购项目标前更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084836.htm	东山县公安局交警大队暂扣车辆停车场租赁服务类采购项目标前更正公告	
12706	18085236	福建省龙岩华侨职业中专学校2022年智能制造系模具注塑机、蓝光扫描仪、顶针切割机等配套设施设备货物类采购项目标前更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18085236.htm	福建省龙岩华侨职业中专学校年智能制造系模具注塑机蓝光扫描仪顶针切割机等配套设施设备货物类采购项目标前更正公告	
12707	18084731	红河县林业和草原局红河县2022年度八角产业发展项目一标段八角苗木采购公开招标更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084731.htm	红河县林业和草原局红河县年度八角产业发展项目一标段八角苗木采购公开招标更正公告	
12708	18084743	红河县林业和草原局红河县2022年度八角产业发展项目二标段八角苗木采购公开招标更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084743.htm	红河县林业和草原局红河县年度八角产业发展项目二标段八角苗木采购公开招标更正公告	
12710	18085583	2022年夏邑县太平镇等2个乡镇4.6万亩高标准农田建设项目延期公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18085583.htm	年夏邑县太平镇等个乡镇万亩高标准农田建设项目延期公告	
12711	18085617	2022年夏邑县济阳镇等2个乡镇4万亩高标准农田建设项目延期公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18085617.htm	年夏邑县济阳镇等个乡镇万亩高标准农田建设项目延期公告	
12712	18085609	2022年夏邑县车站镇等3个乡镇4.4万亩高标准农田建设项目延期公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18085609.htm	年夏邑县车站镇等个乡镇万亩高标准农田建设项目延期公告	
12715	18084681	陇川县人民医院2022年信息化建设项目变更通知		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084681.htm	陇川县人民医院年信息化建设项目变更通知	
12717	18084717	荥阳市应急管理局关于防汛、消防等应急装备的购置项目-更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084717.htm	防汛消防等应急装备的购置项目更正公告	
12718	18085598	河南省人民医院脑氧监测仪、腔镜器械及镜头采购项目-中止公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18085598.htm	河南省人民医院脑氧监测仪腔镜器械及镜头采购项目中止公告	
12740	18077328	神木市医院核心业务汇聚服务项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18077328.htm	神木市医院核心业务汇聚服务项目竞争性谈判公告	
12741	18077354	神木市医院数据中心机房改造建设项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18077354.htm	神木市医院数据中心机房改造建设项目竞争性谈判公告	
12742	18077386	神木市医院智慧服务采购项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18077386.htm	神木市医院智慧服务采购项目竞争性谈判公告	
12743	18077481	神木市医院手术麻醉信息管理系统升级项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18077481.htm	神木市医院手术麻醉信息管理系统升级项目竞争性谈判公告	
12744	18077507	神木市医院HRP预算管理系统采购项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18077507.htm	神木市医院预算管理系统采购项目竞争性谈判公告	
12746	18085421	潍坊医学院离退休工作处楼宇改造项目竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220615_18085421.htm	潍坊医学院离退休工作处楼宇改造项目竞争性磋商公告	
